anime_id,source_type,score,popularity_rank,members_count,favorites_count,total_count,emotion
35756,4-koma manga,7.34,1390,129512,622,129512,sadness
24151,Manga,7.61,1391,129668,216,129668,sadness
39555,Manga,7.52,1392,129910,328,129910,sadness
31821,Manga,7.51,1393,129197,185,129197,anger
153,Novel,7.92,1394,128932,2238,128932,joy
31680,Manga,6.9,1395,129075,1011,129075,fear
3091,Manga,8.2,1396,128695,543,128695,anger
4177,Original,7.63,1397,128540,1021,128540,sadness
139,Manga,8.26,1398,128543,225,128543,anger
534,Light novel,7.71,1399,128436,1852,128436,anger
898,Manga,7.08,1400,128020,53,128020,anger
855,Other,7.21,1401,127925,1713,127925,joy
34620,Visual novel,6.43,1402,128030,393,128030,surprise
40515,Novel,6.44,1403,127407,348,127407,joy
37597,Manga,7.39,1404,127629,1570,127629,joy
32245,Original,7.09,1405,127432,370,127432,fear
15117,Manga,7.69,1406,126680,103,126680,fear
10418,Manga,6.95,1407,126559,60,126559,fear
36817,4-koma manga,6.74,1408,126682,368,126682,love
1829,Novel,6.87,1409,126453,217,126453,fear
3467,Light novel,7.19,1410,126257,422,126257,joy
38234,Manga,8.25,1411,126905,542,126905,joy
49930,Light novel,7.42,1412,125920,923,125829,joy
32271,Visual novel,5.25,1413,125791,174,125791,anger
10073,Manga,6.33,1415,125276,115,125276,anger
1565,Game,7.21,1416,125228,432,125228,joy
42590,Manga,7.52,1418,125085,669,125085,sadness
34262,Manga,7.41,1420,125005,746,125005,joy
15197,Original,7.49,1423,124411,190,124411,anger
5507,Game,7.53,1424,124325,592,124325,fear
19151,Visual novel,6.25,1425,124545,141,124545,anger
114,Manga,7.83,1426,124248,1495,124248,anger
9750,Light novel,6.52,1427,124126,205,124126,fear
7662,Novel,7.3,1429,124007,519,124007,fear
25,Manga,7.26,1430,124003,772,124003,anger
4472,4-koma manga,7.81,1431,123888,196,123888,surprise
2952,Game,7.93,1432,123878,728,123878,fear
36873,Manga,6.85,1433,124178,474,124178,joy
17827,Visual novel,6.85,1434,123721,222,123721,fear
11837,Manga,6.83,1435,123706,248,123706,anger
135,Manga,7.99,1436,123721,2174,123721,joy
39071,4-koma manga,7.6,1437,124300,859,124300,surprise
4106,Manga,7.95,1438,123428,227,123428,anger
160,Original,7.61,1439,123454,1069,123454,sadness
15119,Game,6.21,1441,123071,242,123071,joy
26351,Manga,6.62,1442,123202,273,123202,fear
3972,Manga,7.33,1443,123076,1333,123076,joy
19365,Original,6.82,1445,122983,835,122983,joy
34213,Other,6.43,1446,123440,280,123440,anger
37525,Novel,6.75,1447,122899,505,122899,joy
12893,Web manga,7.84,1448,122619,171,122619,joy
3228,Manga,7.89,1450,122401,481,122401,anger
30385,Original,5.93,1451,122422,381,122422,fear
21329,Manga,8.51,1452,122309,165,122309,fear
31630,Game,6.26,1453,121982,413,121982,joy
30485,Visual novel,6.28,1454,121360,195,121360,anger
166,Other,7.43,1455,120915,670,120915,sadness
24031,Manga,7.14,1457,120403,263,120403,fear
40059,Manga,8.43,1458,120404,1096,120404,sadness
5690,Manga,8.24,1459,120163,395,120163,joy
28405,Manga,7.46,1460,119894,215,119894,anger
896,Manga,6.74,1461,119620,41,119620,fear
30230,Manga,8.27,1463,119889,970,119889,joy
40615,Manga,7.96,1463,119807,2062,119807,love
32924,4-koma manga,7.03,1464,119625,399,119625,fear
36653,Light novel,7.6,1465,119753,808,119753,joy
33012,Visual novel,6.19,1467,119375,329,119375,fear
11743,Original,7.49,1468,118940,177,118940,joy
48614,Original,5.1,1469,119075,422,119075,fear
1029,Manga,7.44,1470,118752,936,118752,joy
47161,Light novel,6.27,1470,118656,822,118575,anger
33010,Original,6.37,1471,118915,212,118915,sadness
20431,Manga,7.68,1473,118772,1132,118772,anger
10119,4-koma manga,7.78,1474,118359,109,118359,joy
617,Original,7.63,1475,118393,930,118393,anger
36316,Light novel,6.03,1477,118345,188,118345,sadness
8426,Manga,7.65,1479,117890,1009,117890,sadness
24997,Original,7.94,1480,117962,1151,117962,joy
33051,Original,8.21,1481,117903,1371,117903,joy
15059,Manga,8.09,1483,117549,603,117549,joy
5112,Light novel,6.07,1484,116972,122,116972,joy
30370,Manga,8.1,1485,117110,333,117110,sadness
885,Original,7.71,1486,116920,2582,116920,sadness
37426,Original,7.33,1487,116945,1246,116945,joy
32673,Manga,7.72,1488,117048,576,117048,sadness
34136,Manga,7.47,1489,117057,195,117057,sadness
22097,Manga,7.81,1490,117031,214,117031,joy
25303,Manga,7.76,1491,116982,183,116982,joy
22547,Game,6.0,1492,116569,125,116569,fear
4884,Game,7.26,1494,116409,522,116409,anger
21743,Manga,7.44,1495,116435,724,116435,anger
903,Manga,6.81,1496,116212,39,116212,sadness
7465,Original,8.0,1497,116047,581,116047,joy
4477,Manga,8.12,1498,116033,275,116033,joy
18393,Manga,7.19,1499,116175,227,116175,anger
36936,Original,7.29,1500,116295,297,116295,sadness
33191,Manga,7.62,1501,116328,341,116328,anger
10897,Light novel,6.74,1502,115633,49,115633,sadness
37379,Manga,8.42,1503,115880,1255,115880,joy
27601,Light novel,7.46,1504,115832,98,115832,fear
29787,4-koma manga,7.78,1505,115708,818,115708,joy
35828,Web manga,7.41,1506,115603,583,115603,fear
18497,Manga,7.44,1507,115351,416,115351,joy
36903,Web manga,7.42,1508,115642,650,115642,joy
46985,Light novel,6.09,1509,115082,783,115082,sadness
967,Manga,7.8,1510,115154,2021,115154,joy
40532,Original,7.22,1512,115034,454,115034,fear
762,Manga,7.2,1513,114947,205,114947,joy
10033,Manga,7.32,1514,114861,748,114861,joy
32696,Web manga,7.38,1515,115024,529,115024,sadness
9136,Manga,7.47,1516,114640,347,114640,love
23385,Light novel,7.65,1517,114974,61,114974,surprise
34414,Web manga,7.49,1518,114752,339,114752,fear
137,Manga,8.3,1519,114328,359,114328,anger
4581,Manga,7.18,1520,114122,220,114122,anger
4551,Light novel,7.21,1521,114136,530,114136,joy
906,Manga,7.37,1522,114099,69,114099,fear
36632,Light novel,4.78,1523,114231,211,114231,joy
31592,Game,7.67,1524,114383,850,114383,fear
30383,Original,6.88,1525,114026,189,114026,joy
5079,Manga,7.08,1526,113620,309,113620,fear
132,Manga,7.5,1527,113568,834,113568,joy
9479,Manga,6.4,1528,113406,205,113406,fear
32491,Original,7.68,1529,113618,558,113618,joy
29976,Mixed media,6.2,1531,113431,495,113431,surprise
39570,Manga,7.98,1531,113288,721,113288,joy
264,Manga,8.26,1532,113077,183,113077,fear
5941,Manga,8.28,1533,112988,2864,112988,anger
8476,Manga,7.42,1534,112870,373,112870,fear
80,Original,7.74,1535,112927,1879,112927,anger
29317,Light novel,7.07,1536,113126,77,113126,love
44881,Manga,6.81,1537,113056,574,113056,fear
369,Light novel,7.09,1538,112773,864,112773,fear
3297,Manga,8.34,1539,112680,3801,112680,joy
39199,Manga,6.36,1540,112778,184,112778,anger
6444,Manga,7.56,1541,112474,731,112474,sadness
40974,Light novel,7.15,1542,112642,678,112642,fear
10794,Light novel,6.86,1543,112403,65,112403,love
28957,Manga,8.52,1544,112604,192,112604,surprise
899,Manga,6.83,1546,112180,20,112180,fear
9734,Original,7.85,1547,112095,199,112095,joy
40623,Manga,5.63,1548,112135,190,112135,anger
22507,Manga,8.25,1549,111976,716,111976,fear
30279,Manga,7.92,1549,112164,659,112164,joy
133,Visual novel,6.14,1550,111681,214,111681,surprise
250,Manga,7.46,1551,111726,1087,111726,sadness
40907,Manga,8.07,1552,111742,682,111742,fear
48471,Light novel,7.3,1553,111501,608,111501,joy
3230,Game,7.1,1555,111189,190,111189,joy
37926,Web manga,6.81,1556,111367,515,111367,fear
243,Manga,6.94,1557,111077,1083,111077,sadness
969,Manga,7.59,1558,111034,399,111034,anger
34392,Original,5.47,1559,111459,141,111459,joy
22835,4-koma manga,5.88,1560,111096,294,111096,anger
33018,Game,6.61,1562,110744,417,110744,fear
35249,Game,7.23,1564,110903,448,110903,joy
31706,Manga,7.52,1565,110824,309,110824,sadness
16397,Visual novel,6.14,1566,110426,137,110426,anger
40746,Manga,7.2,1567,110384,938,110384,anger
25517,Manga,7.81,1568,110365,976,110365,fear
8536,Visual novel,6.68,1570,110064,182,110064,joy
38735,Manga,6.47,1571,110351,307,110351,fear
37033,Manga,7.76,1573,110170,620,110170,joy
35677,Novel,8.18,1574,110183,1979,110183,joy
4720,Visual novel,6.45,1575,109664,180,109664,joy
15751,Web manga,7.29,1576,109347,591,109347,joy
28619,Original,6.52,1577,109448,327,109448,fear
25649,Manga,7.69,1578,109532,479,109532,love
3229,Visual novel,7.12,1579,109255,220,109255,anger
40128,Manga,7.12,1580,109288,285,109288,joy
165,Original,7.34,1581,109156,904,109156,fear
949,Original,7.87,1582,109139,2450,109139,joy
894,Manga,6.69,1583,108997,36,108997,fear
41265,Other,6.54,1585,108828,550,108828,anger
28833,Game,6.54,1586,108887,163,108887,anger
2216,Manga,7.34,1587,108722,801,108722,joy
479,Manga,7.66,1589,108616,810,108616,surprise
49721,Manga,8.48,1590,108568,1297,108512,joy
6987,Manga,5.92,1591,108461,257,108461,fear
34350,Manga,7.03,1592,108569,207,108569,anger
31914,Visual novel,6.28,1593,108420,147,108420,surprise
33203,Manga,6.91,1594,108221,571,108221,sadness
390,Manga,7.16,1596,107837,614,107837,joy
98,Original,7.39,1597,107820,1138,107820,fear
4192,Manga,7.66,1598,107734,474,107734,joy
33377,Original,6.11,1599,107796,219,107796,anger
900,Manga,6.88,1600,107761,26,107761,joy
36652,Manga,7.26,1601,107938,367,107938,joy
16890,Manga,6.97,1602,107569,394,107569,fear
904,Manga,5.84,1603,107590,16,107590,anger
37447,Manga,7.02,1604,107751,480,107751,surprise
123,Manga,7.57,1605,107498,1928,107498,fear
40392,Manga,7.55,1606,107548,356,107548,joy
34300,Novel,7.21,1607,107558,484,107558,anger
743,Novel,6.56,1608,107331,395,107331,sadness
13939,Light novel,7.12,1609,107060,91,107060,joy
248,Manga,6.61,1611,106735,225,106735,joy
710,Manga,7.29,1612,106663,303,106663,fear
32668,Web manga,7.41,1613,106833,351,106833,love
35338,Light novel,7.37,1614,106879,113,106879,anger
45572,Manga,6.56,1615,106684,732,106684,anger
25687,Original,7.46,1616,106526,245,106526,fear
11751,Original,6.99,1617,106302,975,106302,sadness
834,Manga,7.01,1618,106319,130,106319,sadness
1120,Game,7.16,1619,106350,97,106350,surprise
15613,Manga,7.36,1620,106102,653,106102,fear
33354,Manga,7.72,1621,106275,539,106275,surprise
30127,4-koma manga,6.5,1622,106287,124,106287,sadness
902,Manga,7.14,1623,105875,41,105875,anger
8934,Original,7.1,1624,105802,569,105802,fear
935,Other,7.16,1625,105705,519,105705,fear
37722,Manga,6.86,1626,105808,175,105808,sadness
31537,Card game,6.61,1627,105789,255,105789,joy
20931,4-koma manga,6.33,1628,105800,91,105800,fear
897,Manga,6.59,1629,105489,18,105489,joy
6793,Manga,7.56,1630,105433,222,105433,sadness
32948,Novel,7.6,1631,105614,404,105614,fear
6954,Light novel,7.22,1632,105265,252,105265,fear
372,Manga,8.23,1633,105193,403,105193,anger
12711,Visual novel,7.19,1634,105151,530,105151,sadness
8479,Web manga,7.52,1635,104932,818,104932,anger
2961,Original,7.6,1637,104877,328,104877,joy
1239,Manga,7.65,1638,104837,469,104837,joy
34544,Original,7.7,1639,105149,225,105149,joy
14407,Game,7.56,1640,104752,473,104752,fear
41911,Original,6.64,1641,104837,574,104837,joy
35821,Manga,7.39,1642,104859,333,104859,anger
38940,Light novel,6.69,1643,104552,193,104552,fear
37823,Game,4.34,1644,104540,141,104540,anger
12461,Visual novel,6.68,1645,104162,372,104162,fear
14921,Novel,6.54,1646,104122,209,104122,joy
2403,Manga,6.67,1647,103954,504,103954,anger
7,Original,7.2,1648,103915,550,103915,anger
14765,Game,7.04,1650,103805,343,103805,fear
1526,Game,7.32,1651,103834,115,103834,anger
16355,Manga,6.62,1652,103695,151,103695,joy
198,Original,7.27,1653,103529,561,103529,joy
30091,Game,5.5,1655,103535,122,103535,anger
12029,Original,8.25,1656,103351,1586,103351,anger
37007,Manga,7.49,1657,103591,288,103591,anger
2002,Original,7.46,1658,103293,616,103293,fear
37920,Manga,6.49,1659,103498,170,103498,joy
48553,Manga,7.57,1660,103027,529,102992,joy
287,Manga,7.43,1661,103144,619,103144,fear
459,Manga,7.11,1662,103001,226,103001,joy
30806,Light novel,6.63,1663,103001,287,103001,fear
15199,Original,7.3,1664,102785,87,102785,fear
53,Manga,7.06,1666,102828,426,102828,sadness
21681,Manga,7.27,1666,102762,359,102762,joy
12565,Original,6.67,1668,102559,107,102559,sadness
251,Light novel,7.5,1669,102440,1284,102440,fear
40870,Original,7.32,1670,102477,701,102477,fear
9981,Original,7.08,1671,102198,213,102198,joy
31318,Original,5.8,1672,102194,87,102194,anger
14807,Light novel,8.01,1673,101997,256,101997,anger
36792,Light novel,6.85,1674,102199,173,102199,joy
272,Original,7.22,1675,101902,796,101902,fear
7858,Manga,7.41,1676,101868,149,101868,anger
34973,Other,7.58,1677,102099,1083,102099,joy
34537,Novel,8.16,1678,101921,1386,101921,surprise
1122,Game,6.97,1681,101481,37,101481,fear
12231,Manga,7.23,1683,101340,101,101340,fear
1606,Manga,7.54,1684,101374,557,101374,joy
32032,Original,6.71,1685,101236,166,101236,joy
13055,Manga,7.23,1686,101087,51,101087,surprise
32083,Card game,6.01,1687,101206,130,101206,fear
666,Manga,7.41,1688,101203,1377,101203,joy
24211,4-koma manga,6.95,1689,101250,352,101250,fear
1430,Manga,8.15,1690,100742,1117,100742,fear
895,Manga,6.64,1692,100671,25,100671,anger
288,Manga,6.73,1693,100667,339,100667,joy
23209,Original,6.73,1694,100729,309,100729,joy
405,Original,6.91,1695,100591,212,100591,anger
31109,Manga,5.32,1696,100767,135,100767,anger
36317,Web manga,7.23,1697,100737,326,100737,joy
31588,Manga,6.97,1698,100580,324,100580,joy
32936,Web manga,6.16,1699,100559,115,100559,joy
2131,Light novel,6.68,1701,100314,107,100314,surprise
379,Manga,7.35,1702,100189,889,100189,fear
2847,Game,7.29,1703,100163,105,100163,joy
10447,Original,7.04,1704,100037,410,100037,fear
40960,Light novel,6.31,1705,100158,537,100158,anger
996,Manga,7.97,1706,99842,1082,99842,sadness
1462,Manga,7.73,1707,99896,510,99896,anger
40936,Light novel,7.59,1708,99804,276,99804,anger
122,Manga,7.85,1709,99738,1674,99738,sadness
38619,Web manga,7.63,1712,99719,572,99719,joy
38935,Original,6.47,1713,99551,508,99551,joy
65,Manga,7.64,1715,98838,440,98838,fear
1142,Manga,8.2,1716,98816,937,98816,joy
14753,Web manga,7.38,1717,98770,525,98770,joy
30901,Visual novel,7.22,1718,98845,356,98845,anger
41392,Novel,6.5,1719,98683,463,98683,sadness
6377,Manga,7.87,1720,98538,220,98538,surprise
7627,Manga,7.46,1721,98523,550,98523,sadness
44931,Manga,8.14,1722,98649,654,98649,surprise
2154,Manga,7.98,1723,98370,1288,98370,fear
40359,Novel,6.75,1724,98285,300,98285,anger
37932,Novel,7.96,1725,98226,516,98226,surprise
28069,Manga,7.7,1726,97924,141,97924,sadness
44516,Manga,6.87,1728,97673,602,97643,fear
39808,Manga,8.37,1729,97694,783,97694,joy
15911,4-koma manga,7.31,1730,97453,580,97453,surprise
17389,Manga,8.29,1731,97404,734,97404,anger
35983,Manga,6.6,1731,97601,155,97601,joy
94,Original,7.17,1733,97295,1024,97295,anger
27957,Visual novel,7.41,1734,97319,142,97319,joy
32698,Manga,7.16,1734,97334,115,97334,anger
1498,Light novel,7.1,1736,97097,398,97097,fear
33985,Web manga,5.4,1737,97067,108,97067,fear
11783,Original,7.01,1738,96810,140,96810,joy
36039,Original,6.51,1739,97017,178,97017,anger
33036,Music,7.06,1740,96958,198,96958,love
6171,Manga,8.0,1741,96562,827,96562,anger
40679,Novel,6.11,1743,96543,327,96543,joy
6974,Original,7.01,1744,96403,176,96403,fear
102,Manga,7.4,1745,96402,513,96402,anger
32981,Original,4.85,1746,96397,163,96397,fear
48406,Original,7.21,1748,96251,767,96251,sadness
32607,Mixed media,6.81,1748,96326,157,96326,joy
31500,Original,7.26,1749,96214,774,96214,joy
31389,Visual novel,7.46,1750,96309,197,96309,anger
5262,Manga,7.44,1751,96013,572,96013,fear
5342,Light novel,6.88,1752,95924,174,95924,joy
3713,Original,7.63,1754,95865,259,95865,sadness
44055,Manga,8.07,1755,95622,1856,95599,anger
76,Original,7.4,1756,95609,988,95609,sadness
1965,Manga,7.17,1757,95553,390,95553,fear
33948,4-koma manga,6.71,1758,95462,189,95462,fear
1088,Original,7.89,1759,95005,1567,95005,fear
450,Manga,7.71,1760,94923,228,94923,sadness
5118,4-koma manga,7.45,1761,94848,337,94848,anger
19383,Original,7.01,1762,94986,275,94986,fear
16774,Original,7.21,1763,94486,1055,94486,anger
15109,Manga,7.14,1764,94457,379,94457,fear
985,Manga,7.79,1765,94366,144,94366,anger
33513,Manga,7.36,1766,94727,140,94727,surprise
587,Light novel,7.48,1767,94185,478,94185,anger
37985,Other,7.76,1769,94385,228,94385,anger
32977,Other,7.56,1770,94107,528,94107,anger
21177,Other,6.53,1771,93982,158,93982,sadness
1722,Manga,7.2,1772,93921,383,93921,anger
32086,Manga,7.06,1773,94119,223,94119,fear
19117,Light novel,7.14,1774,93981,208,93981,joy
9776,4-koma manga,6.87,1775,93838,282,93838,sadness
31715,4-koma manga,8.15,1776,93808,202,93808,joy
5150,Manga,7.25,1779,93070,201,93070,surprise
39486,Manga,8.84,1780,94075,3274,94075,anger
37078,Novel,8.21,1781,93093,340,93093,fear
32595,Game,5.53,1782,93090,102,93090,love
15201,Original,7.24,1783,92919,61,92919,anger
4970,Original,7.37,1784,92889,162,92889,joy
36043,Web manga,7.37,1785,93061,66,93061,sadness
26165,Original,6.86,1786,92972,708,92972,anger
2494,Light novel,6.67,1787,92695,159,92695,joy
3087,Original,7.17,1788,92639,261,92639,fear
2156,Original,6.38,1789,92734,333,92734,fear
2159,Manga,7.87,1790,92571,1653,92571,anger
1579,Visual novel,7.41,1791,92419,850,92419,joy
452,Manga,7.61,1792,92379,147,92379,fear
246,Manga,7.14,1793,92297,341,92297,anger
37377,Manga,6.54,1794,92659,81,92659,joy
28883,Manga,6.12,1795,92392,75,92392,anger
1566,Manga,8.12,1796,92097,225,92097,surprise
18617,Original,8.18,1797,92265,1206,92263,anger
13411,Original,6.92,1799,91975,64,91975,fear
45055,Manga,7.75,1799,91958,812,91958,sadness
7058,Manga,7.16,1799,91854,920,91854,sadness
33263,Light novel,7.77,1801,91795,769,91795,anger
193,Light novel,6.72,1802,91589,212,91589,joy
325,Manga,6.89,1803,91611,736,91611,joy
451,Manga,7.83,1804,91502,183,91502,anger
37579,4-koma manga,7.04,1805,91639,293,91639,joy
658,Manga,7.9,1806,91472,1117,91472,fear
74,Manga,7.63,1807,91100,1304,91100,joy
3299,Visual novel,7.0,1809,91041,372,91041,sadness
627,Manga,8.21,1810,91055,1315,91055,love
986,Manga,7.59,1811,90932,110,90932,anger
13391,Original,7.31,1812,90824,270,90824,fear
522,Manga,7.54,1813,90861,533,90861,anger
371,Manga,7.67,1814,90710,167,90710,joy
1004,Original,7.31,1815,90687,288,90687,sadness
34034,Game,6.65,1817,90670,437,90670,surprise
37986,Manga,7.36,1818,90615,155,90615,anger
265,Manga,8.21,1819,90346,141,90346,sadness
12471,Manga,6.65,1820,90147,187,90147,sadness
30014,Web manga,7.05,1822,90281,286,90281,fear
1250,Manga,7.22,1823,90016,436,90016,fear
39355,Other,7.54,1824,90224,206,90224,fear
1412,Manga,7.61,1825,89969,825,89969,anger
6164,Manga,7.08,1826,89919,375,89919,joy
529,Manga,7.13,1827,89803,548,89803,fear
34152,Visual novel,7.2,1828,89930,377,89930,joy
8768,Manga,7.31,1830,89402,152,89402,fear
36906,Web manga,6.79,1831,89573,263,89573,anger
1030,Original,7.31,1832,89443,250,89443,fear
37515,Web manga,8.37,1833,89450,126,89450,anger
5039,Manga,6.88,1834,88797,285,88797,anger
24687,Manga,8.4,1834,88928,112,88928,fear
28,Manga,7.85,1836,88722,838,88722,joy
10378,Manga,7.47,1837,88611,153,88611,joy
37585,Manga,6.33,1838,88877,760,88877,sadness
35078,Manga,7.35,1839,88780,299,88780,fear
2685,Manga,8.29,1840,88493,811,88493,fear
31051,Manga,8.07,1841,88756,175,88756,joy
37440,Original,7.15,1842,88254,69,88254,fear
11021,Visual novel,7.03,1842,88225,322,88225,anger
9834,Manga,7.37,1844,88019,325,88019,joy
10681,Original,7.19,1845,88034,194,88034,fear
3974,Manga,7.41,1847,87980,361,87980,anger
9107,Game,6.37,1848,87963,139,87963,joy
167,Light novel,7.35,1849,87828,408,87828,sadness
40685,Light novel,7.4,1850,87890,729,87890,fear
6336,Novel,8.08,1851,87532,1430,87532,anger
957,Light novel,7.84,1852,87489,1080,87489,joy
18295,Original,7.26,1853,87547,197,87547,anger
40730,Web novel,8.37,1854,87705,3255,87705,anger
5365,Original,8.03,1855,87281,460,87281,fear
39569,Original,7.5,1857,87452,272,87452,fear
4719,Other,6.0,1858,87090,157,87090,fear
31771,Manga,7.17,1859,87121,277,87121,love
37514,Web manga,8.17,1860,87288,139,87288,joy
32094,Light novel,7.03,1861,87087,174,87087,sadness
14293,Novel,6.93,1862,86891,188,86891,joy
1121,Game,6.76,1863,86975,21,86975,joy
22433,Manga,7.25,1865,86814,194,86814,fear
31931,Light novel,7.57,1866,86707,259,86707,joy
5671,Manga,7.38,1868,86436,783,86436,anger
488,4-koma manga,7.61,1869,86426,773,86426,joy
24627,Manga,7.42,1871,86397,52,86397,anger
42395,Web manga,6.99,1872,86215,716,86215,surprise
33091,Visual novel,7.56,1874,86272,397,86272,sadness
36214,Manga,7.75,1875,86542,856,86542,love
37492,Visual novel,7.18,1878,86287,143,86287,joy
1546,Manga,6.92,1879,86044,261,86044,fear
32071,Manga,7.42,1881,85970,279,85970,fear
15775,Manga,7.5,1882,85666,252,85666,joy
21845,Visual novel,6.66,1883,85741,164,85741,fear
13403,Manga,7.57,1885,85553,92,85553,sadness
37522,Manga,6.28,1886,85694,209,85694,fear
48997,Manga,7.35,1888,85632,436,85602,anger
2927,Visual novel,7.27,1889,85445,283,85445,surprise
10611,Light novel,6.39,1890,85426,77,85426,joy
34438,Original,7.91,1891,85712,167,85712,anger
11077,Manga,7.19,1892,85415,124,85415,anger
8876,Manga,6.92,1893,85396,117,85396,joy
3358,Light novel,7.33,1894,85318,218,85318,joy
462,Manga,7.57,1896,85299,56,85299,joy
30321,Light novel,7.26,1897,85262,90,85262,joy
48488,Visual novel,6.8,1898,85098,661,85098,love
12815,Manga,7.59,1899,84761,849,84761,joy
449,Manga,7.59,1900,84792,139,84792,fear
35842,Original,6.53,1901,85080,110,85080,joy
3420,Original,7.43,1902,84735,347,84735,love
584,Original,7.52,1903,84670,712,84670,surprise
487,Manga,6.64,1904,84625,120,84625,sadness
47250,Original,6.02,1905,84599,366,84599,anger
30895,Novel,6.22,1907,84578,122,84578,love
2986,Manga,7.25,1908,84248,271,84248,sadness
567,Original,7.49,1909,84258,813,84258,sadness
15771,Manga,7.81,1910,84193,416,84193,joy
18767,Game,6.05,1911,84065,139,84065,joy
43756,Original,7.53,1912,84085,795,84085,joy
27663,Manga,8.01,1913,83972,296,83972,joy
31430,Manga,6.47,1914,83954,96,83954,anger
36510,Light novel,5.22,1916,83859,94,83859,sadness
25867,Original,6.52,1917,83840,193,83840,fear
38192,Novel,6.55,1918,83686,266,83686,fear
12979,Manga,7.05,1919,83689,276,83689,joy
6774,Novel,7.79,1920,83612,1165,83612,fear
48239,Light novel,7.11,1921,83608,468,83565,sadness
34541,Book,7.27,1922,83674,140,83674,fear
42250,Manga,7.96,1923,83598,809,83598,fear
9587,Manga,6.03,1924,83442,76,83442,joy
1050,Manga,7.22,1925,83325,961,83325,joy
14669,Light novel,7.39,1928,83095,410,83095,sadness
196,Original,6.83,1929,83132,180,83132,surprise
4672,Manga,8.0,1930,82884,232,82884,joy
40752,Novel,7.04,1931,82975,493,82975,surprise
39469,Manga,7.42,1932,83107,280,83107,joy
17505,Manga,7.23,1933,82761,176,82761,fear
28423,Manga,6.8,1934,82861,128,82861,sadness
974,Original,7.22,1935,82789,528,82789,sadness
594,Manga,6.8,1936,82755,134,82755,anger
30415,Light novel,7.89,1937,82802,243,82802,joy
34525,Manga,6.32,1938,82657,110,82657,joy
7588,Manga,7.77,1940,82425,789,82425,joy
8449,Visual novel,6.23,1941,82403,344,82403,fear
40416,Light novel,7.73,1942,82420,461,82420,anger
464,Manga,7.73,1943,82361,275,82361,surprise
31147,Original,6.52,1944,82328,199,82328,joy
38476,Manga,7.28,1946,82089,102,82089,joy
9922,Visual novel,6.56,1947,81862,155,81862,sadness
39799,Manga,5.74,1948,81865,137,81865,fear
338,Manga,8.22,1949,81749,2511,81749,anger
37716,4-koma manga,7.15,1950,81809,294,81809,joy
11739,Manga,7.94,1951,81419,363,81419,joy
44807,Original,7.66,1953,82400,943,82400,fear
34100,Manga,7.96,1954,81433,339,81433,sadness
31452,Visual novel,6.46,1955,81311,243,81311,fear
190,Manga,7.25,1957,81082,82,81082,sadness
14175,Original,7.87,1958,81032,81,81032,anger
24075,Game,6.59,1960,81102,130,81102,joy
38450,Web novel,8.44,1960,81351,985,81351,anger
9065,Visual novel,7.59,1961,80874,486,80874,sadness
6574,Manga,7.26,1962,80864,206,80864,fear
6772,Manga,7.65,1964,80785,149,80785,anger
1860,Game,7.06,1965,80835,272,80835,anger
17082,4-koma manga,6.65,1966,80684,167,80684,anger
35015,Web manga,7.47,1967,80600,333,80600,anger
1589,Manga,7.24,1968,80302,424,80302,fear
10491,Original,6.55,1969,80228,142,80228,joy
306,Original,7.21,1970,80208,302,80208,sadness
21437,Original,7.1,1971,80281,204,80281,fear
859,Original,6.9,1972,79935,292,79935,joy
16444,Light novel,7.24,1973,79871,51,79871,love
6572,Light novel,7.36,1975,79852,100,79852,fear
41783,Web manga,6.33,1977,79421,145,79421,fear
33605,Web manga,7.04,1979,79468,430,79468,sadness
42670,Game,7.88,1980,79209,488,79188,joy
4026,Game,6.9,1981,79124,30,79124,anger
34440,Original,8.0,1983,79208,139,79208,sadness
37981,Manga,7.23,1984,79303,623,79303,fear
460,Manga,7.14,1985,78901,24,78901,fear
29755,Manga,7.98,1986,79182,96,79182,fear
3407,Original,6.75,1989,78462,212,78462,joy
6381,Original,7.29,1990,78431,261,78431,joy
634,Manga,7.06,1992,78434,448,78434,sadness
16694,Manga,7.23,1993,78380,34,78380,joy
9314,Original,6.9,1995,78294,205,78294,sadness
30711,Original,7.15,1996,78419,91,78419,sadness
761,Manga,6.59,1997,78239,84,78239,joy
20555,Other,5.94,1998,78344,171,78344,joy
180,Original,7.16,1999,78177,392,78177,anger
30782,Other,5.03,2001,78220,118,78220,sadness
14515,Light novel,6.53,2002,77974,134,77974,sadness
30740,Manga,7.16,2003,78004,137,78004,joy
38843,Game,5.3,2004,78051,176,78051,sadness
37994,Original,6.17,2005,78145,146,78145,sadness
33573,Original,6.95,2008,77940,706,77940,joy
2508,Manga,7.75,2009,77608,197,77608,joy
5420,Novel,8.19,2011,77272,1424,77272,anger
12487,Light novel,7.49,2012,77229,330,77229,joy
5962,Manga,6.82,2013,77249,312,77249,love
168,Original,7.33,2015,77087,623,77087,fear
427,Original,7.84,2016,77123,1171,77123,joy
27727,Original,6.67,2017,77159,476,77159,joy
3366,Original,6.49,2019,76895,152,76895,fear
2201,Game,6.79,2020,76941,46,76941,fear
8857,Manga,7.4,2021,76668,52,76668,fear
6178,Game,7.03,2022,76624,26,76624,anger
10572,Light novel,6.74,2023,76564,179,76564,anger
25161,Manga,7.9,2024,76672,95,76672,sadness
27441,Game,6.93,2025,76587,339,76587,joy
